Age,Gender,Weight (kg),BMI,Avg_BPM,Session_Duration (hours),Calories_Burned,source,Exercise_Intensity,Weather_Conditions,Max_BPM_calc,HR_Intensity_Ratio,HR_Duration,Intensity_Duration,Weight_Duration,BMI_Duration,log_Calories
54,0,70.90388852,26.45014104,141,0.6166666666666667,170.8054984,1,10.0,0,166,0.8493975903614458,86.95,6.166666666666667,43.72406458733333,16.310920308,5.146363013694594
23,0,88.55791892,19.58614011,102,1.0,262.7334047,1,10.0,1,197,0.5177664974619289,102.0,10.0,88.55791892,19.58614011,5.574938762241974
45,0,74.58200752,26.78996561,160,0.6666666666666666,273.396663,1,7.0,0,175,0.9142857142857143,106.66666666666666,4.666666666666666,49.72133834666667,17.859977073333333,5.614574734699066
55,1,82.65470844,24.71056299,122,0.7166666666666667,335.8988774,1,3.0,0,165,0.7393939393939394,87.43333333333334,2.15,59.235874382,17.7092368095,5.819782818260919
30,0,80.23870203,32.93030279,104,0.43333333333333335,229.29145,1,9.0,1,190,0.5473684210526316,45.06666666666667,3.9000000000000004,34.770104213,14.269797875666667,5.439345680648978
50,1,65.45657792,23.61800851,134,1.0,254.7610849,1,1.0,1,170,0.788235294117647,134.0,1.0,65.45657792,23.61800851,5.544243746609965
23,0,84.47974528,19.60424085,108,0.48333333333333334,382.0635671,1,10.0,2,197,0.5482233502538071,52.2,4.833333333333333,40.83187688533334,9.4753830775,5.948200946949363
18,1,55.24722971,23.36666378,120,0.5666666666666667,278.3260601,1,4.0,2,202,0.594059405940594,68.0,2.2666666666666666,31.306763502333332,13.241109475333333,5.632379773646821
53,0,97.66365845,28.22957468,109,1.0,352.9550334,1,1.0,0,167,0.6526946107784432,109.0,1.0,97.66365845,28.22957468,5.86916988077172
36,0,81.10262963,33.82256022,146,1.0,195.7600108,1,8.0,1,184,0.7934782608695652,146.0,8.0,81.10262963,33.82256022,5.281984766816342
27,1,91.34656325,28.94269268,164,0.3333333333333333,189.9629965,1,8.0,0,193,0.8497409326424871,54.666666666666664,2.6666666666666665,30.448854416666666,9.647564226666667,5.25207967367537
46,1,66.49279815,25.9403312,167,0.8333333333333334,499.2445316,1,7.0,0,174,0.9597701149425287,139.16666666666669,5.833333333333334,55.410665125,21.616942666666667,6.215097042069763
55,1,100.0202764,32.46454998,146,0.9,181.4555223,1,3.0,1,165,0.8848484848484849,131.4,2.7,90.01824876,29.218094982,5.206506429894946
59,1,74.22076908,32.5378056,136,0.45,173.7720083,1,7.0,2,161,0.84472049689441,61.2,3.15,33.399346086,14.64201252,5.163482314814839
39,0,101.0800725,22.04256614,159,0.6,196.1226109,1,7.0,2,181,0.8784530386740331,95.39999999999999,4.2,60.6480435,13.225539684000001,5.2838259254887685
18,0,49.90558176,19.77707296,175,0.6333333333333333,427.3286252,1,3.0,0,202,0.8663366336633663,110.83333333333333,1.9,31.606868447999997,12.525479541333334,6.059890716849828
55,0,72.60179908,22.27379469,115,0.5,463.0944147,1,9.0,2,165,0.696969696969697,57.5,4.5,36.30089954,11.136897345,6.140088011483913
45,0,101.7003783,23.38197081,157,0.3333333333333333,136.2371793,1,4.0,1,175,0.8971428571428571,52.33333333333333,1.3333333333333333,33.900126099999994,7.793990269999999,4.921710664733273
34,1,58.64110774,18.51563581,124,0.75,116.696443,1,8.0,2,186,0.6666666666666666,93.0,6.0,43.980830805000004,13.8867268575,4.768108792908976
43,0,57.42413975,29.90318986,164,0.38333333333333336,459.9698568,1,10.0,2,177,0.9265536723163842,62.866666666666674,3.8333333333333335,22.012586904166668,11.462889446333335,6.133332654307878
29,0,96.05261111,34.65983175,163,0.7,436.6448007,1,2.0,1,191,0.8534031413612565,114.1,1.4,67.236827777,24.261882225,6.08140762406675
38,0,51.49828553,32.42612376,117,0.5833333333333334,241.557466,1,3.0,0,182,0.6428571428571429,68.25,1.75,30.040666559166667,18.915238860000002,5.491238655499702
39,1,67.27119459,23.06316422,147,0.7,458.5605284,1,1.0,0,181,0.8121546961325967,102.89999999999999,0.7,47.08983621299999,16.144214954,6.13027065977996
56,0,72.14083701,30.03228229,153,0.6833333333333333,469.6932621,1,9.0,0,164,0.9329268292682927,104.55,6.15,49.2962386235,20.522059564833334,6.154206633666868
24,0,84.41569499,28.12251568,100,0.75,406.4984178,1,10.0,0,196,0.5102040816326531,75.0,7.5,63.3117712425,21.09188676,6.0100370499739935
37,0,97.38186572,23.73868075,153,0.6333333333333333,260.1852055,1,9.0,0,183,0.8360655737704918,96.89999999999999,5.699999999999999,61.675181622666656,15.034497808333333,5.5652297552927825
45,1,72.60876406,30.44635735,128,0.9666666666666667,472.2727391,1,9.0,1,175,0.7314285714285714,123.73333333333333,8.7,70.18847192466667,29.431478771666665,6.159671837746536
37,1,57.43677312,27.5537724,175,0.6833333333333333,239.9947888,1,4.0,0,183,0.9562841530054644,119.58333333333334,2.7333333333333334,39.248461632,18.82841114,5.484775310020355
35,0,89.04956287,31.93318685,150,0.5333333333333333,368.2090135,1,1.0,0,185,0.8108108108108109,80.0,0.5333333333333333,47.493100197333334,17.031032986666666,5.911362915927657
30,0,66.25755366,22.88044241,109,0.43333333333333335,233.107551,1,9.0,2,190,0.5736842105263158,47.233333333333334,3.9000000000000004,28.711606586000002,9.914858377666667,5.45578062942306
48,1,66.41422614,25.02420278,152,0.6666666666666666,324.6791328,1,8.0,0,172,0.8837209302325582,101.33333333333333,5.333333333333333,44.27615075999999,16.68280185333333,5.7859126414547495
34,1,61.39797634,27.83616889,142,0.3333333333333333,338.6207494,1,2.0,1,186,0.7634408602150538,47.33333333333333,0.6666666666666666,20.465992113333332,9.278722963333333,5.82782955209955
55,1,70.27501233,18.55982102,143,0.4166666666666667,298.3663584,1,2.0,1,165,0.8666666666666667,59.583333333333336,0.8333333333333334,29.2812551375,7.733258758333334,5.701668102278836
54,1,53.89543133,29.33006193,164,0.9,460.075711,1,6.0,0,166,0.9879518072289156,147.6,5.4,48.505888197000004,26.397055737,6.133562261616154
31,1,60.5102221,31.42791664,130,0.7333333333333333,326.6496157,1,10.0,0,189,0.6878306878306878,95.33333333333333,7.333333333333333,44.37416287333333,23.04713886933333,5.791944792586909
50,1,76.16719982,29.64459981,148,0.8166666666666667,231.086955,1,2.0,1,170,0.8705882352941177,120.86666666666666,1.6333333333333333,62.20321318633333,24.2097565115,5.4471121074785565
55,0,87.81995532,25.79638256,179,0.43333333333333335,341.8952361,1,10.0,0,165,1.084848484848485,77.56666666666666,4.333333333333334,38.055313972,11.178432442666667,5.837424966400654
51,0,71.03646459,34.30101896,180,0.7166666666666667,126.7562235,1,3.0,1,169,1.0650887573964498,129.0,2.15,50.909466289499996,24.582396921333334,4.850123944139877
38,1,53.69934146,19.38044987,162,0.5,427.2694783,1,2.0,2,182,0.8901098901098901,81.0,1.0,26.84967073,9.690224935,6.059752619649164
25,0,51.47523156,18.50606393,175,0.9,392.6042705,1,1.0,2,195,0.8974358974358975,157.5,0.9,46.327708404,16.655457537,5.9753460149668
51,1,54.03877518,19.61741799,130,0.7,325.4611207,1,1.0,2,169,0.7692307692307693,91.0,0.7,37.827142626,13.732192592999999,5.788310862606108
26,0,68.38774739,21.18023042,114,0.7,254.6323778,1,6.0,1,194,0.5876288659793815,79.8,4.199999999999999,47.871423173,14.826161294,5.543740388189863
30,0,52.03102183,19.59799242,155,0.9166666666666666,255.3764829,1,10.0,2,190,0.8157894736842105,142.08333333333331,9.166666666666666,47.69510334416667,17.964826385,5.546647000481132
24,0,81.60616993,29.31263494,179,0.9666666666666667,189.1245321,1,7.0,0,196,0.9132653061224489,173.03333333333333,6.766666666666667,78.88596426566666,28.335547108666667,5.247679289563937
49,0,93.21849499,25.87067574,134,0.43333333333333335,285.9259742,1,4.0,1,171,0.783625730994152,58.06666666666667,1.7333333333333334,40.394681162333335,11.210626154,5.659224252873332
19,1,97.23466722,31.51993728,146,0.9,179.4333092,1,4.0,1,201,0.7263681592039801,131.4,3.6,87.51120049800001,28.367943552,5.195361231382735
44,1,51.96375808,20.53698638,171,0.9666666666666667,283.2930913,1,8.0,0,176,0.9715909090909091,165.3,7.733333333333333,50.23163281066667,19.85242016733333,5.6500057176230305
53,1,52.47651821,23.32558261,180,0.75,472.1534215,1,2.0,1,167,1.0778443113772456,135.0,1.5,39.3573886575,17.494186957500002,6.1594196942500865
52,0,59.8883457,22.65155305,135,0.36666666666666664,426.5312255,1,9.0,1,168,0.8035714285714286,49.5,3.3,21.959060089999998,8.305569451666667,6.058027327814633
51,0,64.52986782,29.84182037,118,0.6,436.1861753,1,9.0,0,169,0.6982248520710059,70.8,5.3999999999999995,38.717920692,17.905092222,6.080359134805174
57,1,68.08278662,22.22596697,112,0.6833333333333333,109.3595931,1,5.0,2,163,0.6871165644171779,76.53333333333333,3.416666666666667,46.523237523666666,15.187744096166668,4.7037440623180045
55,1,84.21001361,22.41412426,135,0.6333333333333333,326.5836765,1,3.0,0,165,0.8181818181818182,85.5,1.9,53.333008619666664,14.195612031333333,5.7917435232039045
31,0,49.00457629,22.51935156,107,0.6166666666666667,243.5122567,1,9.0,1,189,0.5661375661375662,65.98333333333333,5.550000000000001,30.21948871216667,13.886933462000002,5.49926543731083
25,1,95.57288733,23.00350687,174,0.48333333333333334,131.5460192,1,2.0,0,195,0.8923076923076924,84.1,0.9666666666666667,46.1935622095,11.118361653833333,4.886929899843463
29,0,92.95710376,34.28590941,170,0.5333333333333333,328.0347869,1,1.0,0,191,0.8900523560209425,90.66666666666667,0.5333333333333333,49.57712200533333,18.285818352,5.796163480434152
35,0,84.30647357,32.75970624,124,0.7666666666666667,364.9942203,1,8.0,1,185,0.6702702702702703,95.06666666666668,6.133333333333334,64.63496307033333,25.115774784000003,5.902617541746624
24,0,89.90359315,30.98808757,119,0.4666666666666667,336.2403375,1,6.0,1,196,0.6071428571428571,55.53333333333333,2.8,41.95501013666667,14.461107532666668,5.820795843824938
34,0,66.57079886,33.75723338,136,0.95,103.3325126,1,10.0,0,186,0.7311827956989247,129.2,9.5,63.242258916999994,32.069371711,4.647583035387429
24,1,63.40660405,24.18336582,131,0.35,212.100314,1,10.0,1,196,0.6683673469387755,45.849999999999994,3.5,22.192311417499997,8.464178036999998,5.361763012590112
24,0,88.90284189,30.10088577,158,0.35,378.69894,1,6.0,0,196,0.8061224489795918,55.3,2.0999999999999996,31.1159946615,10.5353100195,5.9393786755562195
46,1,76.10441862,19.37100473,175,0.36666666666666664,261.7504915,1,2.0,1,174,1.0057471264367817,64.16666666666666,0.7333333333333333,27.904953494,7.1027017343333325,5.57120488035474
31,1,93.15411128,32.14367503,105,0.38333333333333336,275.6156495,1,1.0,2,189,0.5555555555555556,40.25,0.38333333333333336,35.70907599066667,12.321742094833333,5.622628995721285
28,0,87.10879689,20.87232358,152,0.8666666666666667,332.0737915,1,8.0,0,192,0.7916666666666666,131.73333333333335,6.933333333333334,75.494290638,18.089347102666668,5.808364061527752
33,0,88.1646776,23.26072649,126,0.5666666666666667,279.990142,1,1.0,0,187,0.6737967914438503,71.39999999999999,0.5666666666666667,49.95998397333334,13.181078344333333,5.638319586867829
42,1,68.8572398,27.03294125,171,0.6833333333333333,415.5747763,1,10.0,2,178,0.9606741573033708,116.85000000000001,6.833333333333334,47.05244719666667,18.472509854166667,6.032065980426403
45,1,72.76682308,21.59863649,147,0.7166666666666667,102.8899406,1,2.0,0,175,0.84,105.35,1.4333333333333333,52.149556540666666,15.479022817833334,4.643332075323686
54,0,88.82813947,22.01830836,100,0.5,349.858267,1,2.0,0,166,0.6024096385542169,50.0,1.0,44.414069735,11.00915418,5.8603823441968155
49,1,65.06406072,22.30748625,167,0.75,233.5338726,1,6.0,2,171,0.9766081871345029,125.25,4.5,48.798045540000004,16.7306146875,5.4576000235104445
36,1,92.79470902,27.63380046,136,0.7166666666666667,498.4577708,1,4.0,2,184,0.7391304347826086,97.46666666666667,2.8666666666666667,66.50287479766666,19.804223663,6.213523051571709
43,0,56.68030594,30.92409608,117,0.8833333333333333,463.9854823,1,3.0,2,177,0.6610169491525424,103.35,2.65,50.067603580333326,27.316284870666667,6.14200618423976
29,0,71.28354415,27.31519072,138,0.4166666666666667,329.1147065,1,5.0,1,191,0.7225130890052356,57.5,2.0833333333333335,29.701476729166668,11.381329466666667,5.7994401895177665
51,1,66.16069589,25.81128801,139,0.55,443.0588671,1,6.0,0,169,0.8224852071005917,76.45,3.3000000000000003,36.3883827395,14.1962084055,6.09595713720236
52,1,93.02609599,26.53494224,120,0.7666666666666667,397.0595311,1,1.0,2,168,0.7142857142857143,92.0,0.7666666666666667,71.32000692566668,20.343455717333335,5.986601569727259
53,0,65.11168702,19.36209546,167,0.9666666666666667,344.4772874,1,8.0,2,167,1.0,161.43333333333334,7.733333333333333,62.941297452666674,18.716692278,5.844926902696647
32,1,79.80534228,26.93518437,130,0.95,364.2869231,1,7.0,1,188,0.6914893617021277,123.5,6.6499999999999995,75.815075166,25.5884251515,5.900683135459964
45,0,68.94964956,19.03746229,131,0.36666666666666664,114.4887896,1,8.0,2,175,0.7485714285714286,48.03333333333333,2.933333333333333,25.281538171999998,6.980402839666667,4.749173465510987
19,1,69.35608271,33.84056617,150,0.9,378.4725663,1,1.0,2,201,0.746268656716418,135.0,0.9,62.420474438999996,30.456509553000004,5.938782305158146
56,1,60.81784279,20.9875027,109,0.5833333333333334,172.8915393,1,3.0,1,164,0.6646341463414634,63.583333333333336,1.75,35.477074960833335,12.242709908333334,5.158431767502707
26,1,75.23835131,18.9209794,110,1.0,101.4111008,1,9.0,0,194,0.5670103092783505,110.0,9.0,75.23835131,18.9209794,4.628995112979874
49,0,73.61322749,28.21537511,153,0.6,497.7260605,1,4.0,2,171,0.8947368421052632,91.8,2.4,44.167936493999996,16.929225066,6.212056968054591
21,0,82.05229778,33.84314491,100,0.43333333333333335,103.1305643,1,10.0,0,199,0.5025125628140703,43.333333333333336,4.333333333333334,35.55599570466667,14.665362794333333,4.645645537714675
55,0,78.61112844,21.74667278,112,0.5,311.6443303,1,6.0,1,165,0.6787878787878788,56.0,3.0,39.30556422,10.87333639,5.745066219513359
30,0,55.83528375,34.22151866,151,0.8,482.5602878,1,7.0,2,190,0.7947368421052632,120.80000000000001,5.6000000000000005,44.668227,27.377214928,6.181175997502776
57,1,57.62495952,20.20311051,175,0.6666666666666666,228.4273889,1,5.0,0,163,1.0736196319018405,116.66666666666666,3.333333333333333,38.416639679999996,13.468740339999998,5.435586591203989
26,1,77.13307779,26.86953756,124,0.9,236.2262839,1,3.0,0,194,0.6391752577319587,111.60000000000001,2.7,69.419770011,24.182583804,5.469014470006627
28,1,81.29382323,30.93977946,155,0.48333333333333334,371.4941228,1,5.0,1,192,0.8072916666666666,74.91666666666667,2.4166666666666665,39.29201456116667,14.954226739000001,5.920221259977024
57,0,95.8389663,21.9382647,156,0.9,438.7918899,1,5.0,0,163,0.9570552147239264,140.4,4.5,86.25506967,19.74443823,6.086301637523167
19,1,47.41777098,34.64035039,157,0.43333333333333335,342.5804559,1,8.0,1,201,0.7810945273631841,68.03333333333333,3.466666666666667,20.547700758,15.010818502333334,5.839421308108182
38,1,96.36280789,30.45807863,168,0.7,182.6929135,1,3.0,0,182,0.9230769230769231,117.6,2.0999999999999996,67.453965523,21.320655041,5.213265414993591
24,0,80.38224834,26.64382525,144,0.8166666666666667,482.0199961,1,9.0,1,196,0.7346938775510204,117.6,7.35,65.645502811,21.759123954166665,6.180058052588586
38,1,81.00977632,24.72916099,162,0.65,392.4552971,1,6.0,1,182,0.8901098901098901,105.3,3.9000000000000004,52.656354608,16.073954643500002,5.974967458100429
34,1,81.48166355,29.72782026,124,0.9,103.6783971,1,1.0,0,186,0.6666666666666666,111.60000000000001,0.9,73.33349719499999,26.755038234,4.650892765164121
46,0,64.17104679,26.63654115,128,0.75,349.5096026,1,10.0,1,174,0.735632183908046,96.0,7.5,48.12828509250001,19.9774058625,5.859388102960984
56,1,52.82801187,19.77090661,137,0.6333333333333333,273.6487492,1,10.0,1,164,0.8353658536585366,86.76666666666667,6.333333333333333,33.457740851,12.521574186333334,5.615493005618419
45,0,78.73826716,20.77319485,104,0.8666666666666667,231.674908,1,6.0,2,175,0.5942857142857143,90.13333333333334,5.2,68.23983153866668,18.003435536666668,5.449642234670385
34,0,65.3177134,26.2227057,140,0.7166666666666667,409.23795,1,5.0,1,186,0.7526881720430108,100.33333333333333,3.5833333333333335,46.81102793666667,18.792939085,6.016737357204883
49,0,89.69906069,20.25214877,114,0.65,139.3200721,1,5.0,0,171,0.6666666666666666,74.10000000000001,3.25,58.3043894485,13.163896700500002,4.943926042449283
39,0,68.4237766,24.70695178,175,0.5333333333333333,265.9538356,1,7.0,2,181,0.9668508287292817,93.33333333333333,3.7333333333333334,36.49268085333333,13.177040949333334,5.587075743076725
30,0,71.3039015,32.53007127,159,0.6666666666666666,428.3945673,1,6.0,1,190,0.8368421052631579,106.0,4.0,47.53593433333333,21.68671418,6.062376233524869
53,0,100.5600124,30.4837272,168,0.45,227.3910955,1,9.0,2,167,1.0059880239520957,75.60000000000001,4.05,45.25200558,13.71767724,5.431059490594544
43,0,82.30363644,20.09907708,105,0.7333333333333333,455.6674096,1,9.0,0,177,0.5932203389830508,77.0,6.6,60.356000056,14.739323191999999,6.123955357014052
55,1,92.57239937,27.63447621,140,0.43333333333333335,119.352241,1,3.0,1,165,0.8484848484848485,60.66666666666667,1.3,40.114706393666665,11.974939691,4.790422784745373
27,0,54.53621078,30.87658596,168,0.9666666666666667,288.8135737,1,9.0,1,193,0.8704663212435233,162.4,8.7,52.71833708733333,29.847366428,5.669237866953961
40,1,66.20453383,27.76295201,110,0.6666666666666666,498.0750266,1,1.0,1,180,0.6111111111111112,73.33333333333333,0.6666666666666666,44.136355886666664,18.508634673333333,6.212756438357318
58,0,80.00845101,23.3523762,125,0.35,420.3164294,1,7.0,0,162,0.7716049382716049,43.75,2.4499999999999997,28.0029578535,8.17333167,6.0433841651389235
36,0,95.13056648,28.74844066,119,0.5166666666666667,261.6085481,1,5.0,1,184,0.6467391304347826,61.48333333333334,2.5833333333333335,49.150792681333336,14.853361007666669,5.570664513128692
35,1,65.6879795,24.87670877,152,0.5666666666666667,203.452186,1,7.0,1,185,0.8216216216216217,86.13333333333333,3.966666666666667,37.22318838333333,14.096801636333334,5.32033413885425
34,0,83.89118617,26.04922306,165,0.8,179.9592493,1,7.0,0,186,0.8870967741935484,132.0,5.6000000000000005,67.112948936,20.839378448,5.198271863928613
57,1,56.65543344,32.42532233,111,0.5,360.731066,1,4.0,2,163,0.6809815950920245,55.5,2.0,28.32771672,16.212661165,5.890901024127985
20,1,94.76336498,29.12949234,101,1.0,231.4440764,1,1.0,0,200,0.505,101.0,1.0,94.76336498,29.12949234,5.44864966448214
42,1,90.71716795,20.42150376,109,0.8333333333333334,230.2891971,1,7.0,0,178,0.6123595505617978,90.83333333333334,5.833333333333334,75.59763995833335,17.0179198,5.44366886300184
29,1,60.35313581,29.96730939,155,0.8166666666666667,299.8318935,1,3.0,2,191,0.8115183246073299,126.58333333333333,2.45,49.28839424483333,24.4733026685,5.706551615377888
28,1,92.1261967,24.72930965,170,0.8666666666666667,349.0657768,1,8.0,1,192,0.8854166666666666,147.33333333333334,6.933333333333334,79.84270380666666,21.432068363333336,5.858121070540417
47,0,57.79778522,21.33183954,140,0.48333333333333334,159.4728739,1,10.0,2,173,0.8092485549132948,67.66666666666667,4.833333333333333,27.93559618966667,10.310389111000001,5.078124918317429
58,1,72.85780347,33.53152678,159,0.7666666666666667,414.282085,1,2.0,0,162,0.9814814814814815,121.9,1.5333333333333334,55.857649327,25.70750386466667,6.0289580122152895
56,0,90.6831852,19.26147443,178,0.7833333333333333,104.1523199,1,6.0,2,164,1.0853658536585367,139.43333333333334,4.7,71.03516173999999,15.088154970166666,4.655409964672804
30,0,86.31350081,19.66817764,121,0.8666666666666667,219.9415185,1,2.0,0,190,0.6368421052631579,104.86666666666667,1.7333333333333334,74.80503403533334,17.045753954666665,5.3978980443271825
53,0,88.13212988,32.04431954,144,0.5666666666666667,100.640541,1,5.0,0,167,0.8622754491017964,81.6,2.833333333333333,49.94154026533333,18.15844773933333,4.621442481145393
30,1,60.0776506,34.7235601,145,0.4,190.5980237,1,5.0,2,190,0.7631578947368421,58.0,2.0,24.031060240000002,13.889424040000002,5.2553995507654
39,1,95.65791379,34.17763909,150,0.35,433.6136863,1,3.0,0,181,0.8287292817679558,52.5,1.0499999999999998,33.4802698265,11.9621736815,6.074457559042997
37,1,74.02610075,23.64035674,166,0.8833333333333333,131.955134,1,8.0,2,183,0.907103825136612,146.63333333333333,7.066666666666666,65.38972232916666,20.882315120333335,4.89001173296451
21,1,67.46141049,26.59042365,116,0.9333333333333333,126.4206003,1,4.0,0,199,0.5829145728643216,108.26666666666667,3.7333333333333334,62.96398312400001,24.817728740000003,4.847493427868581
36,1,62.79263139,24.40774232,174,0.6333333333333333,260.4723187,1,9.0,1,184,0.9456521739130435,110.19999999999999,5.699999999999999,39.768666546999995,15.458236802666667,5.5663284220701135
57,1,51.97820729,21.86546878,139,0.6666666666666666,460.7377119,1,8.0,0,163,0.852760736196319,92.66666666666666,5.333333333333333,34.65213819333333,14.576979186666666,6.134997006705753
29,1,100.8772458,20.83708579,112,0.5666666666666667,262.0366091,1,4.0,1,191,0.5863874345549738,63.46666666666667,2.2666666666666666,57.163772619999996,11.807681947666666,5.572293220589468
37,1,93.011833,32.77302162,103,0.55,476.4512878,1,9.0,1,183,0.5628415300546448,56.650000000000006,4.95,51.15650815,18.025161891000003,6.1684621396383585
54,1,101.4700141,33.73388252,154,0.5,457.8832026,1,8.0,1,166,0.927710843373494,77.0,4.0,50.73500705,16.86694126,6.128795717113514
24,0,82.90158118,26.13172891,161,0.3333333333333333,258.1601101,1,7.0,0,196,0.8214285714285714,53.666666666666664,2.333333333333333,27.63386039333333,8.710576303333333,5.5574460564157455
40,1,70.78379369,25.64099044,151,0.3333333333333333,247.4071464,1,10.0,2,180,0.8388888888888889,50.33333333333333,3.333333333333333,23.594597896666663,8.546996813333333,5.515069119371731
45,0,63.36463049,30.59554507,134,0.9833333333333333,203.8687745,1,5.0,1,175,0.7657142857142857,131.76666666666665,4.916666666666666,62.30855331516667,30.08561931883333,5.322369649781073
55,1,99.03106527,21.15492619,169,0.4,234.9849113,1,4.0,1,165,1.0242424242424242,67.60000000000001,1.6,39.612426108,8.461970476000001,5.463767867812178
52,1,74.67383694,24.45260551,145,0.8,371.6601067,1,4.0,1,168,0.8630952380952381,116.0,3.2,59.739069552000004,19.562084408000004,5.920666762119195
35,1,94.87026826,22.04231217,162,0.75,256.6177603,1,7.0,2,185,0.8756756756756757,121.5,5.25,71.152701195,16.5317341275,5.551476937117558
38,1,52.59580323,34.16678441,177,0.5333333333333333,278.144085,1,4.0,1,182,0.9725274725274725,94.4,2.1333333333333333,28.051095056,18.222285018666664,5.631728082207137
31,0,91.897048,26.93202556,163,0.85,404.6053714,1,3.0,1,189,0.8624338624338624,138.54999999999998,2.55,78.1124908,22.892221726,6.005380695285932
26,1,70.38649538,18.71256081,100,0.8,344.600162,1,7.0,2,194,0.5154639175257731,80.0,5.6000000000000005,56.309196304000004,14.970048648,5.845282505679791
33,0,64.39331018,28.05817071,164,0.45,279.5548964,1,5.0,0,187,0.8770053475935828,73.8,2.25,28.976989581,12.6261768195,5.636769414905134
58,1,48.76440395,31.50959416,130,0.36666666666666664,290.2335632,1,7.0,0,162,0.8024691358024691,47.666666666666664,2.5666666666666664,17.88028144833333,11.553517858666666,5.674125567922569
47,1,95.67280508,33.52184776,162,0.8333333333333334,244.5501736,1,4.0,0,173,0.9364161849710982,135.0,3.3333333333333335,79.72733756666668,27.934873133333333,5.503501299469325
19,0,59.27768652,24.73260398,147,0.5833333333333334,105.2933605,1,5.0,0,201,0.7313432835820896,85.75,2.916666666666667,34.57865047000001,14.427352321666667,4.666202823378379
34,1,70.22766137,29.29045827,153,0.43333333333333335,405.3471359,1,5.0,2,186,0.8225806451612904,66.3,2.166666666666667,30.43198659366667,12.692531917,6.007207808817046
39,1,86.88306098,30.71432497,131,0.5666666666666667,405.7782143,1,1.0,1,181,0.7237569060773481,74.23333333333333,0.5666666666666667,49.23373455533333,17.404784149666668,6.008268108905539
32,0,68.55868332,30.25608198,164,0.6833333333333333,379.0583018,1,3.0,1,188,0.8723404255319149,112.06666666666666,2.05,46.848433602,20.674989353,5.940324666741373
40,1,90.30795981,33.1086555,175,0.6333333333333333,285.2058764,1,2.0,2,180,0.9722222222222222,110.83333333333333,1.2666666666666666,57.195041212999996,20.968815149999998,5.656711399406321
55,1,86.24791813,21.43371646,141,0.65,274.5726266,1,5.0,0,165,0.8545454545454545,91.65,3.25,56.0611467845,13.931915699,5.618851211274869
32,0,56.8491695,20.74764593,150,0.7166666666666667,483.2802476,1,2.0,1,188,0.7978723404255319,107.5,1.4333333333333333,40.74190480833334,14.869146249833333,6.1826637631138786
42,0,82.80363846,32.43840861,152,0.5,220.8203055,1,2.0,1,178,0.8539325842696629,76.0,1.0,41.40181923,16.219204305,5.401867619418456
33,0,85.61200398,22.07531151,111,0.7333333333333333,189.4063605,1,10.0,1,187,0.5935828877005348,81.39999999999999,7.333333333333333,62.782136251999994,16.188561773999997,5.249160527786692
37,1,77.57563619,19.51826259,154,0.8,149.3234367,1,2.0,0,183,0.8415300546448088,123.2,1.6,62.060508952,15.614610072,5.012789217403737
56,1,50.28015181,30.64296342,172,0.6833333333333333,366.4044274,1,6.0,0,164,1.048780487804878,117.53333333333333,4.1,34.358103736833336,20.939358337,5.906463223334438
28,0,85.42277312,28.76789313,147,0.36666666666666664,198.1075852,1,4.0,2,192,0.765625,53.9,1.4666666666666666,31.32168347733333,10.548227481,5.293845307782934
33,0,72.43053952,22.84033936,139,0.6833333333333333,395.6936727,1,7.0,2,187,0.7433155080213903,94.98333333333333,4.783333333333333,49.494202005333335,15.607565229333336,5.983164377556936
28,0,96.48907145,34.85195339,154,0.7166666666666667,418.9760751,1,1.0,1,192,0.8020833333333334,110.36666666666667,0.7166666666666667,69.15050120583334,24.977233262833334,6.040197745607282
21,1,74.30151382,33.75325102,106,0.9333333333333333,123.6021291,1,9.0,0,199,0.5326633165829145,98.93333333333334,8.4,69.34807956533334,31.503034285333335,4.8251256936872995
60,1,90.23611409,31.86719972,144,0.9833333333333333,277.1560256,1,9.0,2,160,0.9,141.6,8.85,88.73217885516667,31.336079724666664,5.628182199418064
21,1,62.26055941,19.87459842,144,0.8666666666666667,261.9335967,1,5.0,1,199,0.7236180904522613,124.80000000000001,4.333333333333334,53.95915148866667,17.224651964000003,5.5719015162678875
46,0,55.96927494,19.11939826,166,0.45,282.508893,1,9.0,1,174,0.9540229885057471,74.7,4.05,25.186173723,8.603729217,5.6472434912825245
56,0,70.29436284,22.50907003,123,0.6333333333333333,288.3883351,1,7.0,1,164,0.75,77.89999999999999,4.433333333333334,44.519763132,14.255744352333332,5.667769506197743
20,0,87.71028604,33.03728093,138,0.4666666666666667,248.4475021,1,5.0,2,200,0.69,64.4,2.3333333333333335,40.931466818666664,15.417397767333334,5.519248480626923
60,1,93.1986367,25.72857371,141,0.38333333333333336,261.1505112,1,10.0,0,160,0.88125,54.050000000000004,3.8333333333333335,35.72614406833333,9.862619922166667,5.56891880904525
50,0,76.78626942,22.27028227,115,0.9333333333333333,397.0394351,1,8.0,2,170,0.6764705882352942,107.33333333333333,7.466666666666667,71.667184792,20.785596785333333,5.986551083541854
31,0,53.64484622,28.04711312,121,0.5666666666666667,338.1532164,1,7.0,2,189,0.6402116402116402,68.56666666666666,3.966666666666667,30.39874619133333,15.893364101333333,5.826451971056391
26,0,71.05491838,24.32374362,145,0.65,350.3191536,1,5.0,0,194,0.7474226804123711,94.25,3.25,46.185696947000004,15.810433352999999,5.861695079846425
